listing_id,niche,season,product,angle,design_text,title,tags,price_usd,est_fees_usd,est_cogs_usd,est_profit_usd,est_margin_pct,priority,status
LB-00087,Cat Moms,Evergreen,Sticker,Photo Style,Snapshot Memory,Snapshot Memory Sticker | Evergreen | Cat Moms,funny gift|personalized gift|custom shirt|cat moms|cat gift|sticker|custom gift|trending 2026|etsy find|gift idea|family gift,5.99,1.02,3.0,1.97,32.9,medium,backlog
LB-00088,Christian Moms,Mothers Day,Sweatshirt,Minimalist,Nurse Life,Nurse Life Sweatshirt | Mothers Day | Christian Moms,mothers day gift|gift for mom|mama gift|christian moms|christian gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,3.77,24.0,7.22,20.6,high,backlog
LB-00089,Dog Moms,Fathers Day,Sticker,Minimalist,Dog Mom Club,Dog Mom Club Sticker | Fathers Day | Dog Moms,fathers day gift|gift for dad|dad shirt|dog moms|dog gift|sticker|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,5.99,1.02,3.0,1.97,32.9,high,backlog
LB-00090,Coffee Lovers,Christmas,Mug,Sarcastic,IYKYK,IYKYK Mug | Christmas | Coffee Lovers,christmas gift|holiday shirt|xmas mug|coffee lovers|coffee gift|mug|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,16.99,2.06,12.5,2.43,14.3,medium,backlog
LB-00091,Christian Moms,Christmas,Sticker,Minimalist,Nurse Life,Nurse Life Sticker | Christmas | Christian Moms,christmas gift|holiday shirt|xmas mug|christian moms|christian gift|sticker|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,5.99,1.02,3.0,1.97,32.9,medium,backlog
LB-00092,Graduation Families,Mothers Day,Sweatshirt,Custom Name,Custom Role Name,Custom Role Name Sweatshirt | Mothers Day | Graduation Families,mothers day gift|gift for mom|mama gift|graduation families|graduation gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,3.77,24.0,7.22,20.6,high,backlog
LB-00093,Girl Moms,Back to School,Sticker,Sentimental,My Favorite Human,My Favorite Human Sticker | Back to School | Girl Moms,back to school|teacher shirt|classroom decor|girl moms|girl gift|sticker|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,5.99,1.02,3.0,1.97,32.9,medium,backlog
LB-00094,Dog Moms,Evergreen,T-Shirt,Sentimental,Always in My Heart,Always in My Heart T-Shirt | Evergreen | Dog Moms,funny gift|personalized gift|custom shirt|dog moms|dog gift|t-shirt|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,2.82,16.5,5.67,22.7,medium,backlog
LB-00095,Fitness Moms,Fathers Day,T-Shirt,Profession Pride,Proud to Teach,Proud to Teach T-Shirt | Fathers Day | Fitness Moms,fathers day gift|gift for dad|dad shirt|fitness moms|fitness gift|t-shirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,2.82,16.5,5.67,22.7,high,backlog
LB-00096,Real Estate Agents,Graduation,Mug,Minimalist,Nurse Life,Nurse Life Mug | Graduation | Real Estate Agents,graduation gift|class of 2026|grad shirt|real estate agents|real gift|mug|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,16.99,2.06,12.5,2.43,14.3,high,backlog
LB-00097,Girl Moms,Fathers Day,Sweatshirt,Profession Pride,Classroom Hero,Classroom Hero Sweatshirt | Fathers Day | Girl Moms,fathers day gift|gift for dad|dad shirt|girl moms|girl gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,3.77,24.0,7.22,20.6,high,backlog
LB-00098,Book Lovers,Back to School,Mug,Profession Pride,Healing Hands,Healing Hands Mug | Back to School | Book Lovers,back to school|teacher shirt|classroom decor|book lovers|book gift|mug|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,16.99,2.06,12.5,2.43,14.3,medium,backlog
LB-00099,Graduation Families,Fathers Day,Mug,Custom Name,Custom Name Here,Custom Name Here Mug | Fathers Day | Graduation Families,fathers day gift|gift for dad|dad shirt|graduation families|graduation gift|mug|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,16.99,2.06,12.5,2.43,14.3,high,backlog
LB-00100,Real Estate Agents,Back to School,Sweatshirt,Custom Name,Personalized Family Name,Personalized Family Name Sweatshirt | Back to School | Real Estate Agents,back to school|teacher shirt|classroom decor|real estate agents|real gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,3.77,24.0,7.22,20.6,medium,backlog
LB-00101,Grandmas/Nanas,Graduation,Mug,Sentimental,Thank You for Everything,Thank You for Everything Mug | Graduation | Grandmas/Nanas,graduation gift|class of 2026|grad shirt|grandmas nanas|grandmas/nanas gift|mug|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,16.99,2.06,12.5,2.43,14.3,high,backlog
LB-00102,Boy Moms,Evergreen,Mug,Sarcastic,IYKYK,IYKYK Mug | Evergreen | Boy Moms,funny gift|personalized gift|custom shirt|boy moms|boy gift|mug|custom gift|trending 2026|etsy find|gift idea|family gift,16.99,2.06,12.5,2.43,14.3,medium,backlog
LB-00103,Nurses,Evergreen,Sticker,Sentimental,Built with Love,Built with Love Sticker | Evergreen | Nurses,funny gift|personalized gift|custom shirt|nurses|nurses gift|sticker|custom gift|trending 2026|etsy find|gift idea|family gift,5.99,1.02,3.0,1.97,32.9,medium,backlog
LB-00104,Cat Moms,Fathers Day,Sticker,Custom Name,Custom Role Name,Custom Role Name Sticker | Fathers Day | Cat Moms,fathers day gift|gift for dad|dad shirt|cat moms|cat gift|sticker|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,5.99,1.02,3.0,1.97,32.9,high,backlog
LB-00105,Coffee Lovers,Fathers Day,Sticker,Retro,Retro Script,Retro Script Sticker | Fathers Day | Coffee Lovers,fathers day gift|gift for dad|dad shirt|coffee lovers|coffee gift|sticker|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,5.99,1.02,3.0,1.97,32.9,high,backlog
LB-00106,Cat Moms,Evergreen,Mug,Custom Name,Add Kid Names,Add Kid Names Mug | Evergreen | Cat Moms,funny gift|personalized gift|custom shirt|cat moms|cat gift|mug|custom gift|trending 2026|etsy find|gift idea|family gift,16.99,2.06,12.5,2.43,14.3,medium,backlog
LB-00107,Christian Moms,Fathers Day,Sweatshirt,Sentimental,Always in My Heart,Always in My Heart Sweatshirt | Fathers Day | Christian Moms,fathers day gift|gift for dad|dad shirt|christian moms|christian gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,3.77,24.0,7.22,20.6,high,backlog
LB-00108,Grandmas/Nanas,Mothers Day,Sweatshirt,Photo Style,Photo Collage Layout,Photo Collage Layout Sweatshirt | Mothers Day | Grandmas/Nanas,mothers day gift|gift for mom|mama gift|grandmas nanas|grandmas/nanas gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,3.77,24.0,7.22,20.6,high,backlog
LB-00109,Coffee Lovers,Fathers Day,Sticker,Photo Style,Snapshot Memory,Snapshot Memory Sticker | Fathers Day | Coffee Lovers,fathers day gift|gift for dad|dad shirt|coffee lovers|coffee gift|sticker|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,5.99,1.02,3.0,1.97,32.9,high,backlog
LB-00110,Plant Lovers,Christmas,Mug,Pun,Vitals and Vibes,Vitals and Vibes Mug | Christmas | Plant Lovers,christmas gift|holiday shirt|xmas mug|plant lovers|plant gift|mug|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,16.99,2.06,12.5,2.43,14.3,medium,backlog
LB-00111,Book Lovers,Christmas,Sticker,Profession Pride,Caregiver Heart,Caregiver Heart Sticker | Christmas | Book Lovers,christmas gift|holiday shirt|xmas mug|book lovers|book gift|sticker|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,5.99,1.02,3.0,1.97,32.9,medium,backlog
LB-00112,Boy Moms,Halloween,T-Shirt,Sentimental,Always in My Heart,Always in My Heart T-Shirt | Halloween | Boy Moms,halloween shirt|spooky mug|cute halloween|boy moms|boy gift|t-shirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,2.82,16.5,5.67,22.7,medium,backlog
LB-00113,Teachers,Fathers Day,Mug,Pun,Grade A Chaos,Grade A Chaos Mug | Fathers Day | Teachers,fathers day gift|gift for dad|dad shirt|teachers|teachers gift|mug|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,16.99,2.06,12.5,2.43,14.3,high,backlog
LB-00114,Nurses,Halloween,Sweatshirt,Retro,Groovy Flowers,Groovy Flowers Sweatshirt | Halloween | Nurses,halloween shirt|spooky mug|cute halloween|nurses|nurses gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,3.77,24.0,7.22,20.6,medium,backlog
LB-00115,Gamers,Fathers Day,T-Shirt,Profession Pride,Healing Hands,Healing Hands T-Shirt | Fathers Day | Gamers,fathers day gift|gift for dad|dad shirt|gamers|gamers gift|t-shirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,2.82,16.5,5.67,22.7,high,backlog
LB-00116,Moms of 2+,Mothers Day,T-Shirt,Minimalist,Dog Mom Club,Dog Mom Club T-Shirt | Mothers Day | Moms of 2+,mothers day gift|gift for mom|mama gift|moms of 2+|moms gift|t-shirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,2.82,16.5,5.67,22.7,high,backlog
LB-00117,Dog Moms,Fathers Day,Mug,Pun,Paws and Effect,Paws and Effect Mug | Fathers Day | Dog Moms,fathers day gift|gift for dad|dad shirt|dog moms|dog gift|mug|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,16.99,2.06,12.5,2.43,14.3,high,backlog
LB-00118,Grandmas/Nanas,Halloween,T-Shirt,Photo Style,Snapshot Memory,Snapshot Memory T-Shirt | Halloween | Grandmas/Nanas,halloween shirt|spooky mug|cute halloween|grandmas nanas|grandmas/nanas gift|t-shirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,2.82,16.5,5.67,22.7,medium,backlog
LB-00119,New Dads,Fathers Day,Mug,Sentimental,Built with Love,Built with Love Mug | Fathers Day | New Dads,fathers day gift|gift for dad|dad shirt|new dads|new gift|mug|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,16.99,2.06,12.5,2.43,14.3,high,backlog
LB-00120,Gamers,Back to School,T-Shirt,Minimalist,Grace Over Grind,Grace Over Grind T-Shirt | Back to School | Gamers,back to school|teacher shirt|classroom decor|gamers|gamers gift|t-shirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,2.82,16.5,5.67,22.7,medium,backlog
LB-00121,New Moms,Christmas,T-Shirt,Sarcastic,IYKYK,IYKYK T-Shirt | Christmas | New Moms,christmas gift|holiday shirt|xmas mug|new moms|new gift|t-shirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,2.82,16.5,5.67,22.7,medium,backlog
LB-00122,Plant Lovers,Graduation,Sticker,Custom Name,Add Kid Names,Add Kid Names Sticker | Graduation | Plant Lovers,graduation gift|class of 2026|grad shirt|plant lovers|plant gift|sticker|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,5.99,1.02,3.0,1.97,32.9,high,backlog
LB-00123,Boy Moms,Evergreen,Sticker,Custom Name,Custom Role Name,Custom Role Name Sticker | Evergreen | Boy Moms,funny gift|personalized gift|custom shirt|boy moms|boy gift|sticker|custom gift|trending 2026|etsy find|gift idea|family gift,5.99,1.02,3.0,1.97,32.9,medium,backlog
LB-00124,Fitness Moms,Mothers Day,Mug,Pun,Vitals and Vibes,Vitals and Vibes Mug | Mothers Day | Fitness Moms,mothers day gift|gift for mom|mama gift|fitness moms|fitness gift|mug|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,16.99,2.06,12.5,2.43,14.3,high,backlog
LB-00125,Book Lovers,Evergreen,T-Shirt,Minimalist,Dog Mom Club,Dog Mom Club T-Shirt | Evergreen | Book Lovers,funny gift|personalized gift|custom shirt|book lovers|book gift|t-shirt|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,2.82,16.5,5.67,22.7,medium,backlog
LB-00126,Real Estate Agents,Christmas,Sweatshirt,Pun,Grade A Chaos,Grade A Chaos Sweatshirt | Christmas | Real Estate Agents,christmas gift|holiday shirt|xmas mug|real estate agents|real gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,3.77,24.0,7.22,20.6,medium,backlog
LB-00127,Gamers,Graduation,T-Shirt,Sentimental,My Favorite Human,My Favorite Human T-Shirt | Graduation | Gamers,graduation gift|class of 2026|grad shirt|gamers|gamers gift|t-shirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,2.82,16.5,5.67,22.7,high,backlog
LB-00128,Moms of 2+,Fathers Day,Sticker,Pun,Vitals and Vibes,Vitals and Vibes Sticker | Fathers Day | Moms of 2+,fathers day gift|gift for dad|dad shirt|moms of 2+|moms gift|sticker|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,5.99,1.02,3.0,1.97,32.9,high,backlog
LB-00129,Boy Moms,Back to School,Sticker,Pun,Respawn and Repeat,Respawn and Repeat Sticker | Back to School | Boy Moms,back to school|teacher shirt|classroom decor|boy moms|boy gift|sticker|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,5.99,1.02,3.0,1.97,32.9,medium,backlog
LB-00130,Book Lovers,Back to School,Sticker,Custom Name,Monogram Style,Monogram Style Sticker | Back to School | Book Lovers,back to school|teacher shirt|classroom decor|book lovers|book gift|sticker|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,5.99,1.02,3.0,1.97,32.9,medium,backlog
LB-00131,Graduation Families,Mothers Day,Sticker,Sentimental,Built with Love,Built with Love Sticker | Mothers Day | Graduation Families,mothers day gift|gift for mom|mama gift|graduation families|graduation gift|sticker|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,5.99,1.02,3.0,1.97,32.9,high,backlog
LB-00132,Plant Lovers,Mothers Day,Sticker,Sentimental,Forever Proud,Forever Proud Sticker | Mothers Day | Plant Lovers,mothers day gift|gift for mom|mama gift|plant lovers|plant gift|sticker|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,5.99,1.02,3.0,1.97,32.9,high,backlog
LB-00133,Dental Hygienists,Halloween,Mug,Pun,Respawn and Repeat,Respawn and Repeat Mug | Halloween | Dental Hygienists,halloween shirt|spooky mug|cute halloween|dental hygienists|dental gift|mug|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,16.99,2.06,12.5,2.43,14.3,medium,backlog
LB-00134,Therapists,Back to School,Mug,Profession Pride,Healing Hands,Healing Hands Mug | Back to School | Therapists,back to school|teacher shirt|classroom decor|therapists|therapists gift|mug|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,16.99,2.06,12.5,2.43,14.3,medium,backlog
LB-00135,Moms of 2+,Evergreen,Sticker,Photo Style,Memory Badge,Memory Badge Sticker | Evergreen | Moms of 2+,funny gift|personalized gift|custom shirt|moms of 2+|moms gift|sticker|custom gift|trending 2026|etsy find|gift idea|family gift,5.99,1.02,3.0,1.97,32.9,medium,backlog
LB-00136,Therapists,Evergreen,Mug,Profession Pride,Proud to Teach,Proud to Teach Mug | Evergreen | Therapists,funny gift|personalized gift|custom shirt|therapists|therapists gift|mug|custom gift|trending 2026|etsy find|gift idea|family gift,16.99,2.06,12.5,2.43,14.3,medium,backlog
LB-00137,Girl Moms,Fathers Day,Sweatshirt,Pun,Respawn and Repeat,Respawn and Repeat Sweatshirt | Fathers Day | Girl Moms,fathers day gift|gift for dad|dad shirt|girl moms|girl gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,3.77,24.0,7.22,20.6,high,backlog
LB-00138,Coffee Lovers,Halloween,Mug,Custom Name,Personalized Family Name,Personalized Family Name Mug | Halloween | Coffee Lovers,halloween shirt|spooky mug|cute halloween|coffee lovers|coffee gift|mug|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,16.99,2.06,12.5,2.43,14.3,medium,backlog
LB-00139,Teachers,Graduation,Sticker,Retro,Throwback Type,Throwback Type Sticker | Graduation | Teachers,graduation gift|class of 2026|grad shirt|teachers|teachers gift|sticker|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,5.99,1.02,3.0,1.97,32.9,high,backlog
LB-00140,Real Estate Agents,Christmas,Sweatshirt,Pun,Paws and Effect,Paws and Effect Sweatshirt | Christmas | Real Estate Agents,christmas gift|holiday shirt|xmas mug|real estate agents|real gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,3.77,24.0,7.22,20.6,medium,backlog
LB-00141,New Moms,Evergreen,Mug,Profession Pride,Proud to Teach,Proud to Teach Mug | Evergreen | New Moms,funny gift|personalized gift|custom shirt|new moms|new gift|mug|custom gift|trending 2026|etsy find|gift idea|family gift,16.99,2.06,12.5,2.43,14.3,medium,backlog
LB-00142,Dental Hygienists,Mothers Day,T-Shirt,Profession Pride,Healing Hands,Healing Hands T-Shirt | Mothers Day | Dental Hygienists,mothers day gift|gift for mom|mama gift|dental hygienists|dental gift|t-shirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,2.82,16.5,5.67,22.7,high,backlog
LB-00143,Dog Moms,Halloween,Sweatshirt,Photo Style,Photo Collage Layout,Photo Collage Layout Sweatshirt | Halloween | Dog Moms,halloween shirt|spooky mug|cute halloween|dog moms|dog gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,3.77,24.0,7.22,20.6,medium,backlog
LB-00144,Teachers,Halloween,T-Shirt,Custom Name,Personalized Family Name,Personalized Family Name T-Shirt | Halloween | Teachers,halloween shirt|spooky mug|cute halloween|teachers|teachers gift|t-shirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,2.82,16.5,5.67,22.7,medium,backlog
